NUMBER,MAG_AUTO,X_IMAGE,Y_IMAGE,CLASS_STAR,FLUX_RADIUS,RA_deg,Dec_deg,GAIA_RA,GAIA_Dec,GAIA_Rmag,Separation_arcsec
151797,20.581,14283.328,15492.158,0.947,2.188,9.178,-32.834,9.178,-32.834,19.109,0.355
152128,16.400,15722.973,17275.342,0.997,2.500,9.083,-32.735,9.083,-32.735,15.508,0.495
152442,21.534,3818.615,19783.551,0.920,2.239,9.869,-32.595,9.869,-32.595,19.335,0.485
152587,18.815,10728.341,17282.744,0.905,2.239,9.413,-32.735,9.413,-32.735,17.840,0.571
152641,20.516,5073.153,15552.946,0.955,2.174,9.787,-32.831,9.787,-32.831,20.031,0.537
152701,19.366,16007.958,17334.990,0.864,2.481,9.064,-32.731,9.064,-32.731,17.462,0.351
152738,18.879,6085.802,17395.203,0.892,2.224,9.719,-32.728,9.719,-32.729,17.746,0.478
153097,22.039,7301.570,19911.496,0.981,1.942,9.639,-32.589,9.639,-32.589,19.573,0.528
154782,21.746,8999.810,19859.805,0.982,2.082,9.527,-32.592,9.527,-32.592,20.120,0.832
155430,20.739,10203.060,19874.791,0.912,2.451,9.448,-32.591,9.448,-32.591,19.027,0.747
155905,16.218,10046.608,19876.553,0.951,2.494,9.458,-32.591,9.458,-32.591,15.701,0.695
155947,15.006,12780.139,16358.788,0.998,2.634,9.277,-32.786,9.277,-32.786,14.407,0.299
155998,17.269,9640.898,19901.992,0.881,3.304,9.485,-32.589,9.485,-32.589,16.421,0.934
156027,18.790,13726.609,17414.604,0.877,2.390,9.215,-32.727,9.215,-32.727,18.408,0.332
156072,19.337,11216.494,19823.840,0.878,2.399,9.381,-32.594,9.381,-32.594,18.820,0.726
156158,20.501,14949.420,19853.617,0.853,2.489,9.135,-32.591,9.135,-32.592,19.412,0.359
156337,20.773,12738.664,19858.607,0.872,2.438,9.280,-32.592,9.280,-32.592,19.916,0.224
156378,18.148,2074.644,19804.633,0.871,2.402,9.984,-32.594,9.984,-32.594,17.262,0.501
156421,17.239,14801.664,19838.172,0.988,2.574,9.144,-32.592,9.144,-32.592,16.687,0.312
156462,20.697,6377.062,19843.979,0.915,2.329,9.700,-32.592,9.700,-32.592,20.090,0.440
156737,14.837,6616.374,19765.506,0.980,2.991,9.684,-32.597,9.684,-32.597,14.208,0.408
157205,19.409,12244.535,17411.582,0.871,2.302,9.313,-32.728,9.313,-32.728,17.589,0.460
157545,18.644,8315.492,19843.935,0.852,2.363,9.572,-32.593,9.572,-32.593,17.779,0.705
158167,20.330,3319.498,19821.277,0.906,2.322,9.901,-32.593,9.902,-32.593,19.726,0.534
159569,18.640,8312.976,19744.732,0.853,2.363,9.572,-32.598,9.572,-32.598,16.593,0.682
159625,16.335,16373.650,19661.356,0.982,2.622,9.041,-32.602,9.041,-32.602,15.843,0.391
160028,21.003,7896.220,19735.344,0.917,2.361,9.600,-32.599,9.600,-32.599,19.517,0.614
160196,19.872,12356.281,19676.176,0.906,2.516,9.306,-32.602,9.306,-32.602,18.036,0.295
160249,18.716,6725.013,18825.506,0.977,2.164,9.677,-32.649,9.677,-32.649,18.210,0.403
160252,19.081,2214.129,19696.053,0.889,2.704,9.974,-32.600,9.974,-32.600,17.319,0.297
160781,20.322,9711.395,19668.434,0.896,2.331,9.480,-32.602,9.480,-32.602,19.559,0.710
161022,20.444,10089.967,19699.930,0.912,2.269,9.455,-32.601,9.455,-32.601,19.642,0.780
161028,19.297,2751.019,19643.604,0.915,2.823,9.939,-32.603,9.939,-32.603,17.763,0.557
161065,20.517,9840.203,19697.135,0.904,2.314,9.472,-32.601,9.472,-32.601,18.909,0.722
161770,19.321,9348.440,19644.127,0.889,2.372,9.504,-32.604,9.504,-32.604,18.644,0.690
162014,20.540,12042.741,19642.340,0.911,2.286,9.326,-32.604,9.326,-32.604,18.956,0.434
162516,20.306,12514.023,19627.111,0.905,2.349,9.295,-32.604,9.295,-32.604,19.618,0.301
162720,19.736,14491.727,19678.953,0.870,2.516,9.165,-32.601,9.165,-32.601,19.216,0.303
163246,16.749,3454.953,19585.801,0.964,3.020,9.893,-32.606,9.893,-32.606,16.117,0.407
163330,20.036,11773.624,19598.549,0.927,2.368,9.344,-32.606,9.344,-32.606,19.448,0.600
163486,21.418,9543.002,19788.637,0.910,2.391,9.491,-32.596,9.491,-32.596,19.763,0.673
163666,19.709,12143.004,17281.883,0.912,2.260,9.319,-32.735,9.319,-32.735,17.954,0.406
163755,20.507,7245.519,19586.299,0.916,2.245,9.643,-32.607,9.643,-32.607,18.967,0.475
163784,19.463,9339.780,19600.338,0.887,2.368,9.505,-32.606,9.505,-32.606,18.772,0.695
164110,18.679,4905.862,19565.760,0.851,2.359,9.797,-32.608,9.797,-32.608,18.161,0.562
164376,20.305,11638.788,19560.560,0.902,2.331,9.353,-32.608,9.353,-32.608,18.872,0.643
164483,19.494,11865.854,19549.465,0.868,2.415,9.338,-32.609,9.338,-32.609,19.098,0.566
164610,20.952,4424.239,19568.420,0.928,2.271,9.829,-32.607,9.829,-32.608,19.903,0.614
164615,21.054,17151.350,19571.912,0.912,2.409,8.989,-32.607,8.989,-32.607,20.725,0.279
164715,16.808,9795.041,15749.925,0.871,2.243,9.474,-32.820,9.475,-32.820,16.222,0.411
164814,17.157,10317.389,19674.269,0.910,2.441,9.440,-32.602,9.440,-32.602,16.681,0.736
165140,17.519,13483.782,19758.160,0.980,2.530,9.231,-32.597,9.231,-32.597,17.006,0.088
165218,19.973,10633.815,19525.590,0.896,2.359,9.419,-32.610,9.419,-32.610,18.476,0.827
165833,21.339,14474.921,19473.225,0.865,2.383,9.166,-32.613,9.166,-32.613,18.917,0.269
166042,16.910,10132.791,19373.309,0.945,2.401,9.452,-32.619,9.452,-32.619,15.891,0.749
166078,15.360,11261.294,19543.660,0.998,2.551,9.378,-32.609,9.378,-32.609,14.594,0.783
166194,20.139,12467.386,19423.854,0.877,4.050,9.298,-32.616,9.298,-32.616,18.583,0.334
166218,19.925,10216.735,19447.229,0.891,2.294,9.447,-32.615,9.447,-32.615,18.215,0.750
166313,17.649,8222.789,19220.697,0.867,3.464,9.578,-32.627,9.578,-32.627,17.523,0.656
166397,20.057,10692.633,19464.531,0.893,2.331,9.415,-32.614,9.416,-32.614,19.567,0.851
166424,21.326,1566.958,19428.627,0.961,2.204,10.017,-32.615,10.017,-32.615,20.412,0.481
166703,20.172,17165.315,19400.769,0.886,2.486,8.988,-32.616,8.988,-32.616,18.729,0.353
166737,21.619,2584.228,19459.803,0.984,2.021,9.950,-32.613,9.950,-32.613,19.569,0.432
166791,17.131,3096.583,19369.877,0.908,2.446,9.916,-32.618,9.916,-32.618,16.627,0.471
166962,20.366,8564.844,19269.283,0.913,2.473,9.556,-32.624,9.556,-32.625,19.804,0.782
167310,18.864,14883.925,19325.191,0.960,2.516,9.139,-32.621,9.139,-32.621,17.068,0.458
167583,17.159,2508.065,19308.131,0.962,2.385,9.955,-32.622,9.955,-32.622,16.660,0.382
167659,20.544,13128.757,19332.584,0.934,2.349,9.255,-32.621,9.255,-32.621,18.653,0.197
167731,20.335,8160.853,18243.381,0.887,5.914,9.582,-32.681,9.582,-32.682,19.551,0.648
167976,19.618,4918.988,19305.240,0.874,2.300,9.796,-32.622,9.796,-32.622,17.602,0.559
168044,20.999,5652.349,19299.217,0.919,2.215,9.748,-32.623,9.748,-32.623,19.260,0.527
168059,14.785,6602.067,19287.174,0.967,3.029,9.685,-32.623,9.685,-32.623,14.039,0.472
168080,17.641,4805.568,19342.441,0.923,2.361,9.804,-32.620,9.804,-32.620,15.897,0.571
168359,20.028,3127.561,19188.850,0.904,2.343,9.914,-32.628,9.914,-32.628,18.600,0.540
168405,20.023,15089.776,19292.734,0.865,2.511,9.125,-32.623,9.125,-32.623,19.481,0.453
168849,16.297,6302.680,19296.158,0.990,2.423,9.705,-32.623,9.705,-32.623,15.816,0.482
168898,20.934,5447.082,19250.107,0.937,2.291,9.761,-32.625,9.761,-32.625,20.287,0.482
168900,21.189,13809.749,19291.133,0.874,2.425,9.210,-32.623,9.210,-32.623,20.106,0.234
169040,16.144,11750.649,19258.891,0.994,2.478,9.345,-32.625,9.346,-32.625,15.610,0.631
169149,19.119,3228.308,19192.432,0.905,2.513,9.908,-32.628,9.908,-32.628,17.616,0.533
169395,20.955,6725.018,19346.344,0.913,2.472,9.677,-32.620,9.677,-32.620,20.748,0.392
169671,20.514,7358.205,19172.602,0.983,2.086,9.635,-32.630,9.635,-32.630,19.717,0.490
169966,13.330,10497.738,19127.232,0.845,6.451,9.428,-32.632,9.428,-32.632,12.448,0.863
170011,20.098,11666.890,19300.244,0.898,2.379,9.351,-32.623,9.351,-32.623,18.954,0.681
170208,16.997,5839.083,19143.074,0.936,2.344,9.735,-32.631,9.736,-32.631,16.486,0.511
170238,20.449,15265.742,19130.193,0.878,2.373,9.114,-32.632,9.114,-32.632,18.380,0.512
170283,17.381,14806.461,19134.057,0.947,2.485,9.144,-32.631,9.144,-32.632,16.896,0.426
170362,19.019,7834.374,19143.242,0.857,2.419,9.604,-32.631,9.604,-32.631,16.966,0.381
170376,17.325,8902.847,19223.654,0.894,2.400,9.533,-32.627,9.534,-32.627,16.535,0.787
170519,22.506,6221.951,19114.586,0.981,1.872,9.710,-32.633,9.710,-32.633,20.401,0.458
170845,20.852,12097.535,19096.035,0.960,2.241,9.323,-32.634,9.323,-32.634,19.793,0.543
170885,20.793,16838.379,19176.232,0.853,2.492,9.010,-32.629,9.010,-32.629,19.999,0.354
170985,19.604,15581.670,19056.883,0.874,2.391,9.093,-32.636,9.093,-32.636,18.686,0.523
170999,15.463,8318.659,18882.066,0.987,3.131,9.572,-32.646,9.572,-32.646,15.016,1.004
171018,21.017,10336.745,19062.723,0.915,2.387,9.439,-32.636,9.439,-32.636,20.777,0.733
171095,13.832,7565.211,18970.377,0.935,5.027,9.622,-32.641,9.622,-32.641,12.824,0.528
171112,17.449,13991.971,19078.951,0.995,2.463,9.198,-32.635,9.198,-32.635,16.993,0.286
171162,19.764,12440.829,19076.736,0.906,2.353,9.300,-32.635,9.300,-32.635,18.685,0.400
171212,19.500,3972.016,19049.709,0.907,2.643,9.859,-32.636,9.859,-32.636,19.103,0.455
171229,18.644,14821.894,19076.658,0.854,2.419,9.143,-32.635,9.143,-32.635,17.104,0.456
171341,20.065,10607.027,19071.076,0.897,2.278,9.421,-32.635,9.421,-32.636,19.609,0.830
171416,20.821,14456.894,19021.277,0.936,2.314,9.167,-32.638,9.167,-32.638,20.134,0.418
171491,20.678,9016.529,19034.422,0.959,2.146,9.526,-32.638,9.526,-32.638,19.774,0.788
171501,18.254,16110.405,19115.639,0.918,2.433,9.058,-32.632,9.058,-32.632,17.758,0.454
171581,21.134,3739.407,19135.055,0.981,2.120,9.874,-32.631,9.874,-32.631,19.137,0.510
171599,18.997,1582.007,19022.180,0.891,2.231,10.016,-32.637,10.016,-32.637,17.176,0.423
171834,19.914,13914.025,19016.273,0.863,2.400,9.203,-32.638,9.203,-32.638,18.561,0.303
171964,17.568,14849.260,18861.320,0.952,2.456,9.141,-32.647,9.141,-32.647,16.796,0.479
172084,21.224,8992.488,18941.438,0.982,2.043,9.527,-32.643,9.528,-32.643,19.767,0.753
172114,21.118,10575.508,18883.551,0.973,2.157,9.423,-32.646,9.423,-32.646,19.456,0.818
172134,18.894,6557.308,18843.584,0.901,2.406,9.688,-32.648,9.688,-32.648,18.226,0.376
172226,13.803,13784.135,18849.033,0.957,4.727,9.211,-32.647,9.211,-32.648,12.856,0.379
172260,20.415,14420.521,18924.410,0.904,2.429,9.169,-32.643,9.169,-32.643,18.527,0.394
172305,20.372,5747.525,19280.080,0.908,2.318,9.741,-32.624,9.742,-32.624,18.879,0.535
172444,18.557,6399.561,18935.393,0.855,2.296,9.698,-32.643,9.699,-32.643,17.080,0.377
172610,18.246,2699.037,18993.514,0.892,3.494,9.943,-32.639,9.943,-32.639,17.759,0.485
172632,21.062,11919.480,18856.656,0.973,2.168,9.334,-32.647,9.334,-32.647,19.278,0.620
172763,21.496,10226.177,18894.539,0.977,2.141,9.446,-32.645,9.446,-32.645,19.397,0.756
172813,16.235,7164.480,18816.082,0.982,2.746,9.648,-32.650,9.648,-32.650,15.967,0.586
172857,18.418,13619.287,18890.775,0.916,2.427,9.222,-32.645,9.222,-32.645,17.226,0.279
172952,20.941,1777.983,18836.900,0.973,2.148,10.003,-32.648,10.004,-32.648,19.595,0.430
173100,21.461,3168.647,18833.109,0.892,2.758,9.912,-32.648,9.912,-32.648,19.668,0.480
173126,20.054,13933.114,18846.428,0.871,2.420,9.201,-32.648,9.201,-32.648,19.547,0.303
173191,20.981,10075.355,18805.195,0.964,2.128,9.456,-32.650,9.456,-32.650,19.429,0.747
173338,21.368,16912.666,18860.133,0.891,2.354,9.005,-32.646,9.005,-32.646,19.736,0.411
173446,20.849,14836.231,18803.428,0.941,2.346,9.142,-32.650,9.142,-32.650,19.107,0.511
173528,15.433,3388.106,18193.865,0.993,3.740,9.897,-32.684,9.897,-32.684,14.871,0.541
173617,18.425,9721.704,18761.193,0.863,2.265,9.479,-32.653,9.479,-32.653,18.210,0.732
173711,14.403,8584.797,18740.047,0.983,3.784,9.554,-32.654,9.555,-32.654,13.734,0.794
173838,21.388,10398.085,18767.504,0.982,2.124,9.435,-32.652,9.435,-32.652,19.456,0.762
173869,21.040,15186.776,18605.162,0.924,2.365,9.119,-32.661,9.119,-32.661,19.733,0.548
173932,20.473,11034.728,18791.174,0.943,2.207,9.393,-32.651,9.393,-32.651,18.803,0.802
174294,20.007,1847.745,18700.043,0.939,2.209,9.999,-32.655,9.999,-32.655,18.439,0.425
174346,15.863,6896.941,18661.486,0.971,2.202,9.666,-32.658,9.666,-32.658,15.009,0.425
174402,19.321,4316.443,18689.162,0.982,2.261,9.836,-32.656,9.836,-32.656,18.139,0.513
174523,19.313,12393.825,18706.816,0.868,2.372,9.303,-32.656,9.303,-32.656,18.821,0.453
174582,17.447,9086.792,18652.572,0.870,2.339,9.521,-32.659,9.521,-32.659,16.739,0.736
174589,20.144,4444.607,18655.449,0.916,2.245,9.828,-32.658,9.828,-32.658,18.962,0.532
174712,16.252,4757.296,18605.910,0.987,2.435,9.807,-32.661,9.807,-32.661,14.362,0.515
174798,14.664,16812.598,18713.166,0.945,3.210,9.011,-32.654,9.012,-32.654,13.930,0.430
174867,20.034,10485.922,18668.685,0.899,2.298,9.429,-32.658,9.429,-32.658,18.287,0.767
174965,18.631,13691.529,18622.910,0.886,2.440,9.217,-32.660,9.217,-32.660,17.327,0.329
175021,21.124,8641.025,18589.332,0.982,2.103,9.551,-32.662,9.551,-32.662,20.473,0.807
175155,19.800,2215.730,18654.764,0.891,6.526,9.975,-32.658,9.975,-32.658,19.302,0.344
175220,18.120,2378.369,18080.769,0.888,2.318,9.964,-32.690,9.964,-32.690,17.555,0.377
175240,20.822,17007.758,18629.356,0.911,2.363,8.999,-32.659,8.999,-32.659,19.754,0.377
175265,20.823,12868.444,18585.312,0.955,2.255,9.272,-32.662,9.272,-32.662,19.138,0.385
175393,21.061,9019.730,18879.914,0.947,2.180,9.526,-32.646,9.526,-32.646,19.340,0.739
175497,18.843,6627.199,18526.299,0.980,2.434,9.684,-32.666,9.684,-32.666,18.012,0.385
175524,19.253,9170.257,18590.494,0.910,2.310,9.516,-32.662,9.516,-32.662,18.870,0.699
175532,20.014,6714.544,18612.957,0.912,2.349,9.678,-32.661,9.678,-32.661,18.577,0.439
175901,21.209,5826.091,18615.363,0.966,2.195,9.736,-32.661,9.736,-32.661,19.549,0.496
176041,20.961,13790.986,18464.111,0.866,2.426,9.211,-32.669,9.211,-32.669,21.158,0.354
176183,18.559,10565.909,18445.928,0.872,2.336,9.424,-32.670,9.424,-32.670,18.037,0.768
176348,16.112,8438.239,18862.711,0.853,75.429,9.564,-32.647,9.564,-32.647,16.790,0.624
176401,18.848,12338.478,18443.602,0.891,2.346,9.307,-32.670,9.307,-32.670,17.983,0.487
176427,19.176,7831.741,18425.945,0.981,2.186,9.604,-32.671,9.604,-32.671,18.564,0.577
176585,20.134,6283.453,18487.629,0.962,2.129,9.706,-32.668,9.706,-32.668,18.134,0.447
176616,20.424,4193.599,18455.310,0.923,2.256,9.844,-32.669,9.844,-32.669,18.348,0.507
176642,18.876,13630.986,18591.211,0.899,2.440,9.221,-32.662,9.221,-32.662,18.422,0.345
176666,20.284,4610.476,18974.535,0.932,2.139,9.817,-32.640,9.817,-32.641,18.591,0.513
176694,20.497,16028.060,18417.391,0.854,2.447,9.063,-32.671,9.063,-32.671,19.856,0.495
176769,19.477,11216.475,18515.844,0.897,2.308,9.381,-32.666,9.381,-32.666,18.238,0.796
176833,17.273,4169.112,18398.162,0.995,2.390,9.846,-32.672,9.846,-32.673,16.403,0.525
176919,17.850,4957.786,18370.779,0.853,2.290,9.794,-32.674,9.794,-32.674,17.377,0.542
177089,21.598,1546.789,18345.350,0.972,2.181,10.019,-32.675,10.019,-32.675,19.352,0.338
177104,19.016,12535.876,18372.842,0.840,2.551,9.294,-32.674,9.294,-32.674,17.780,0.325
177210,14.918,10786.301,18669.697,0.993,2.873,9.409,-32.658,9.409,-32.658,14.108,0.855
177250,18.109,13116.342,18247.428,0.937,2.431,9.255,-32.681,9.255,-32.681,17.518,0.364
177686,19.905,10926.581,18277.861,0.886,2.302,9.400,-32.680,9.400,-32.680,18.486,0.717
177703,21.417,7807.032,18306.014,0.983,1.952,9.606,-32.678,9.606,-32.678,20.812,0.588
177727,21.293,4338.319,18389.533,0.961,2.197,9.835,-32.673,9.835,-32.673,19.793,0.534
177771,18.703,16928.660,18277.815,0.953,2.526,9.004,-32.679,9.004,-32.679,16.782,0.352
177990,20.977,8258.565,18239.795,0.921,2.309,9.576,-32.682,9.576,-32.682,19.496,0.653
178056,17.930,2012.122,18288.703,0.917,2.318,9.988,-32.678,9.988,-32.678,17.504,0.374
178193,20.065,14734.557,18217.330,0.917,2.422,9.148,-32.682,9.148,-32.683,19.400,0.505
178376,17.845,6862.768,18398.455,0.870,2.293,9.668,-32.673,9.668,-32.673,16.436,0.437
178388,18.585,16554.205,18208.900,0.908,2.526,9.028,-32.682,9.028,-32.683,18.180,0.436
178410,14.187,8150.500,18304.935,0.977,4.223,9.583,-32.678,9.583,-32.678,13.300,0.706
178412,16.570,5337.739,18775.435,0.983,2.304,9.769,-32.652,9.769,-32.652,15.140,0.529
178435,16.921,13426.773,18222.090,0.992,2.496,9.235,-32.682,9.235,-32.682,16.419,0.348
178480,19.541,4627.894,18187.738,0.921,2.264,9.816,-32.684,9.816,-32.684,18.405,0.520
178504,18.761,10291.908,18167.125,0.900,2.288,9.442,-32.686,9.442,-32.686,17.412,0.664
178523,18.902,1538.192,18150.889,0.856,2.288,10.019,-32.686,10.020,-32.686,18.315,0.385
178524,20.210,17130.838,18200.486,0.860,2.515,8.990,-32.683,8.990,-32.683,19.810,0.388
178575,20.636,14277.408,18872.316,0.901,2.317,9.179,-32.646,9.179,-32.646,18.437,0.420
178649,21.322,10501.398,18175.894,0.972,2.158,9.428,-32.685,9.428,-32.685,19.438,0.746
178650,16.659,5277.923,18118.660,0.935,2.368,9.773,-32.688,9.773,-32.688,16.242,0.501
178662,14.216,7269.020,18512.408,0.996,4.013,9.641,-32.666,9.641,-32.667,13.314,0.464
178714,20.488,13324.211,18408.541,0.923,2.360,9.242,-32.672,9.242,-32.672,19.314,0.336
178819,20.307,13074.985,18213.320,0.915,2.322,9.258,-32.683,9.258,-32.683,18.509,0.346
178833,19.190,7030.704,18116.248,0.864,2.369,9.657,-32.688,9.657,-32.689,17.690,0.520
178918,17.215,2837.692,18138.295,0.971,2.345,9.934,-32.687,9.934,-32.687,16.619,0.456
178995,17.246,13524.178,18113.375,0.983,2.470,9.228,-32.688,9.228,-32.688,16.745,0.329
179287,21.147,16436.523,18046.172,0.900,2.387,9.036,-32.692,9.036,-32.692,18.750,0.448
179375,21.183,5706.466,18399.623,0.924,2.231,9.744,-32.673,9.744,-32.673,19.669,0.488
179396,12.074,4407.575,17959.111,0.845,13.192,9.830,-32.697,9.830,-32.697,10.959,0.871
179401,21.555,14874.780,18063.106,0.933,2.299,9.139,-32.691,9.139,-32.691,19.741,0.451
179408,18.970,2552.599,18052.865,0.857,2.368,9.953,-32.691,9.953,-32.691,18.441,0.407
179489,21.279,2193.571,17980.545,0.962,2.184,9.976,-32.695,9.976,-32.695,19.613,0.390
179601,18.632,12563.924,17971.326,0.895,2.372,9.292,-32.696,9.292,-32.696,16.648,0.401
179661,19.419,14801.622,18223.285,0.888,2.432,9.144,-32.682,9.144,-32.682,18.825,0.503
179662,18.924,6801.525,17989.227,0.884,2.242,9.672,-32.695,9.672,-32.696,17.310,0.474
179696,20.255,14730.976,18064.391,0.876,2.364,9.149,-32.691,9.149,-32.691,18.762,0.501
179802,21.091,6985.279,17973.359,0.914,2.273,9.660,-32.696,9.660,-32.696,19.938,0.457
179853,17.167,16706.492,18097.236,0.994,2.541,9.018,-32.689,9.018,-32.689,16.701,0.450
179882,17.770,6442.068,17973.922,0.924,2.328,9.696,-32.696,9.696,-32.696,16.350,0.422
179997,19.299,16860.805,18013.443,0.952,2.422,9.008,-32.693,9.008,-32.693,18.598,0.406
180074,19.603,9640.728,17935.090,0.882,2.808,9.485,-32.699,9.485,-32.699,18.225,0.541
180186,20.702,4904.516,17923.350,0.942,2.145,9.797,-32.699,9.797,-32.699,18.835,0.503
180408,18.132,11570.312,18604.500,0.964,2.340,9.357,-32.661,9.357,-32.661,17.574,0.689
180471,20.770,10085.072,17911.010,0.963,2.188,9.455,-32.700,9.455,-32.700,19.629,0.632
180531,16.002,3037.358,17875.080,0.967,2.438,9.921,-32.701,9.921,-32.701,15.471,0.487
180598,17.643,17189.723,17899.719,0.997,2.518,8.986,-32.699,8.986,-32.700,17.100,0.431
180615,16.255,11994.739,18025.221,0.997,2.417,9.329,-32.693,9.329,-32.694,15.681,0.573
180621,22.250,13184.800,17950.887,0.983,2.156,9.251,-32.697,9.251,-32.698,19.858,0.350
180661,21.215,4853.157,17894.375,0.962,2.238,9.801,-32.701,9.801,-32.701,19.431,0.491
180753,19.665,8618.288,17882.797,0.895,2.227,9.552,-32.701,9.552,-32.702,18.044,0.675
180942,19.497,13533.360,17842.053,0.928,2.365,9.228,-32.703,9.228,-32.704,19.047,0.355
180999,17.952,5481.300,17726.125,0.886,2.354,9.759,-32.710,9.759,-32.710,16.678,0.478
181016,15.639,2887.229,17858.336,0.998,2.278,9.930,-32.702,9.931,-32.702,14.712,0.435
181033,21.741,2635.385,17824.260,0.980,2.148,9.947,-32.704,9.947,-32.704,20.008,0.461
181200,21.361,8396.794,17837.256,0.896,2.724,9.567,-32.704,9.567,-32.704,19.494,0.571
181227,20.941,15579.152,18049.312,0.909,2.412,9.093,-32.692,9.093,-32.692,19.720,0.538
181280,21.035,9869.183,17838.771,0.979,2.147,9.470,-32.704,9.470,-32.704,19.835,0.627
181440,14.453,12739.298,17761.330,0.980,3.398,9.280,-32.708,9.280,-32.708,13.737,0.422
181566,17.382,13329.765,17809.990,0.969,2.415,9.241,-32.705,9.241,-32.705,16.411,0.322
181620,22.163,5593.845,17814.574,0.981,2.137,9.752,-32.705,9.752,-32.705,19.426,0.480
181724,15.472,14681.495,17761.060,0.997,2.410,9.152,-32.708,9.152,-32.708,15.005,0.503
181999,16.926,4368.786,17896.678,0.937,3.249,9.833,-32.700,9.833,-32.700,16.637,0.506
182299,14.191,17079.139,17665.877,0.968,3.913,8.994,-32.713,8.994,-32.713,13.377,0.435
182307,15.508,7248.279,17566.375,0.999,2.381,9.643,-32.719,9.643,-32.719,14.939,0.486
182341,19.361,1837.958,17670.088,0.872,2.269,10.000,-32.712,10.000,-32.712,18.243,0.384
182452,20.285,6945.199,17748.824,0.920,2.200,9.663,-32.709,9.663,-32.709,18.805,0.446
182545,19.623,7982.445,17671.012,0.876,2.222,9.594,-32.713,9.594,-32.713,19.107,0.604
182556,21.790,3706.080,17720.707,0.978,2.165,9.876,-32.710,9.877,-32.710,19.659,0.493
182580,20.957,14010.124,17749.910,0.892,2.373,9.196,-32.708,9.196,-32.709,19.678,0.355
182711,21.040,8371.214,17626.535,0.962,2.165,9.568,-32.716,9.569,-32.716,19.928,0.592
182735,21.072,6306.011,17730.246,0.980,2.110,9.705,-32.710,9.705,-32.710,19.925,0.451
182750,19.821,2027.782,17657.080,0.914,2.243,9.987,-32.713,9.987,-32.713,17.795,0.409
182873,17.171,15957.646,17385.027,0.996,2.489,9.067,-32.728,9.068,-32.728,16.562,0.465
182893,20.196,3432.618,17766.924,0.904,2.298,9.895,-32.707,9.895,-32.707,19.106,0.441
183065,19.753,8891.083,17590.928,0.886,2.250,9.534,-32.718,9.534,-32.718,18.954,0.682
183362,17.326,16763.854,15738.724,0.982,2.494,9.014,-32.820,9.014,-32.820,16.475,0.408
183423,15.527,10452.426,17483.924,0.995,2.317,9.431,-32.724,9.431,-32.724,14.968,0.655
183447,17.911,3440.619,17568.180,0.899,2.346,9.894,-32.718,9.894,-32.718,17.474,0.498
183460,20.125,12079.785,15700.614,0.939,2.106,9.323,-32.823,9.323,-32.823,18.277,0.310
183474,20.003,11771.570,17835.525,0.937,2.201,9.344,-32.704,9.344,-32.704,19.281,0.601
183498,18.422,10594.162,17597.209,0.975,2.271,9.422,-32.717,9.422,-32.717,17.661,0.632
