NUMBER,MAG_AUTO,X_IMAGE,Y_IMAGE,CLASS_STAR,FLUX_RADIUS,RA_deg,Dec_deg,GAIA_RA,GAIA_Dec,GAIA_Rmag,Separation_arcsec
18688,15.815,5718.754,582.384,0.972,2.340,9.746,-33.662,9.746,-33.662,15.324,0.130
18785,20.360,3640.156,804.173,0.969,2.128,9.885,-33.650,9.885,-33.650,19.658,0.410
18786,20.954,12898.964,812.022,0.978,2.147,9.267,-33.650,9.267,-33.650,19.817,0.506
18866,19.307,4185.064,758.270,0.875,3.047,9.849,-33.652,9.849,-33.652,17.931,0.218
18881,17.164,10001.851,668.409,0.946,2.194,9.460,-33.658,9.460,-33.658,16.164,0.174
18940,20.563,10732.385,823.258,0.932,2.092,9.412,-33.649,9.412,-33.649,20.047,0.359
18961,18.787,14356.470,773.735,0.920,2.406,9.170,-33.652,9.170,-33.652,17.762,0.489
18969,18.326,12670.936,749.982,0.851,2.220,9.282,-33.653,9.282,-33.653,17.777,0.568
19048,16.297,14108.886,640.452,0.995,2.312,9.186,-33.659,9.186,-33.659,15.777,0.470
19058,16.963,6722.951,675.000,0.846,2.227,9.679,-33.657,9.679,-33.657,16.349,0.186
19243,16.946,14499.130,688.906,0.950,2.345,9.160,-33.656,9.160,-33.656,16.445,0.477
19575,19.625,12915.969,878.642,0.915,2.098,9.266,-33.646,9.266,-33.646,19.078,0.537
19932,19.842,2460.984,885.918,0.954,2.174,9.964,-33.645,9.964,-33.645,18.918,0.479
19970,21.131,1793.909,947.823,0.983,2.042,10.008,-33.641,10.008,-33.641,20.460,0.503
20337,15.301,5523.743,712.240,0.997,2.625,9.759,-33.655,9.759,-33.655,14.644,0.145
20388,18.518,9565.895,935.773,0.938,2.048,9.489,-33.643,9.489,-33.643,17.276,0.104
20482,21.000,8543.839,992.293,0.981,2.066,9.558,-33.640,9.558,-33.640,19.517,0.132
20548,15.817,10864.472,787.882,0.996,2.267,9.403,-33.651,9.403,-33.651,15.373,0.374
20590,14.882,1940.830,733.400,0.991,2.928,9.998,-33.653,9.998,-33.653,14.322,0.434
20673,18.885,7033.358,920.068,0.851,2.210,9.658,-33.644,9.658,-33.644,17.686,0.231
20763,21.071,15773.685,1034.392,0.979,2.116,9.075,-33.637,9.075,-33.637,19.537,0.462
20785,20.142,10020.473,1019.412,0.951,2.019,9.459,-33.638,9.459,-33.638,19.575,0.115
21078,15.574,5614.457,828.985,0.998,2.461,9.753,-33.649,9.753,-33.649,14.930,0.164
21157,21.244,14745.635,1073.115,0.914,2.817,9.144,-33.635,9.144,-33.635,19.585,0.187
21195,21.413,3548.367,1083.274,0.960,2.158,9.891,-33.634,9.891,-33.634,19.617,0.493
21212,20.281,4891.280,1077.442,0.923,2.027,9.801,-33.635,9.801,-33.635,19.852,0.238
21231,18.779,8537.800,1026.293,0.951,2.088,9.558,-33.638,9.558,-33.638,18.223,0.161
21295,16.582,2011.221,937.430,0.993,2.191,9.994,-33.642,9.994,-33.642,15.905,0.449
21332,21.098,15523.521,1081.056,0.865,2.935,9.092,-33.634,9.092,-33.634,19.805,0.428
21388,16.619,6899.471,920.840,0.997,2.204,9.667,-33.644,9.667,-33.644,16.091,0.228
21413,17.462,1678.582,1027.223,0.991,2.166,10.016,-33.637,10.016,-33.637,16.318,0.529
21477,21.126,9334.112,1113.749,0.965,2.062,9.505,-33.633,9.505,-33.633,19.590,0.107
21492,14.026,14345.780,703.540,0.981,4.049,9.170,-33.655,9.171,-33.655,13.362,0.452
21531,21.180,2501.359,1123.272,0.950,2.115,9.961,-33.632,9.961,-33.632,20.218,0.480
21604,19.432,11312.037,1112.444,0.928,2.061,9.373,-33.633,9.373,-33.633,17.929,0.457
21615,19.669,10952.767,1112.148,0.965,2.016,9.397,-33.633,9.397,-33.633,17.942,0.397
21830,20.764,11871.348,1151.436,0.924,2.091,9.336,-33.631,9.336,-33.631,19.652,0.558
21858,21.360,14089.867,1163.405,0.981,1.995,9.188,-33.630,9.188,-33.630,19.444,0.440
21874,20.823,17035.461,1159.163,0.962,2.165,8.991,-33.630,8.991,-33.630,20.061,0.399
21943,18.170,3165.865,971.758,0.847,2.187,9.916,-33.640,9.917,-33.640,16.868,0.548
22106,15.572,10382.425,936.047,0.997,2.264,9.435,-33.643,9.435,-33.643,14.621,0.167
22141,17.523,6812.141,1082.265,0.979,2.140,9.673,-33.635,9.673,-33.635,16.722,0.180
22142,19.726,2328.976,1171.146,0.961,2.108,9.972,-33.629,9.972,-33.629,19.170,0.518
22177,19.742,9789.657,1166.703,0.945,2.007,9.474,-33.630,9.474,-33.630,17.838,0.094
22241,21.517,16372.820,1200.467,0.964,2.112,9.035,-33.627,9.035,-33.627,20.446,0.391
22252,21.047,7891.014,1194.826,0.979,2.020,9.601,-33.629,9.601,-33.629,19.967,0.285
22388,20.872,6416.727,1216.964,0.975,2.055,9.700,-33.627,9.700,-33.627,19.813,0.212
22529,20.666,15300.641,1222.912,0.970,2.136,9.107,-33.626,9.107,-33.626,19.292,0.444
22548,19.006,10383.927,1173.219,0.892,2.096,9.435,-33.630,9.435,-33.630,18.004,0.142
22583,19.792,15913.873,1218.564,0.956,2.128,9.066,-33.626,9.066,-33.627,18.453,0.461
22772,14.649,8648.443,984.332,0.980,3.209,9.551,-33.640,9.551,-33.640,14.025,0.151
22828,15.443,13897.806,1052.527,0.998,2.445,9.200,-33.636,9.200,-33.636,14.938,0.464
22830,19.987,7057.017,1224.996,0.950,2.107,9.657,-33.627,9.657,-33.627,19.157,0.258
22873,15.326,16141.659,1062.665,0.998,2.452,9.051,-33.635,9.051,-33.635,14.005,0.512
22946,18.710,2756.545,1227.267,0.944,2.090,9.944,-33.626,9.944,-33.626,18.218,0.492
23169,12.003,16371.298,366.738,0.845,13.486,9.035,-33.674,9.035,-33.673,11.041,0.999
23181,19.235,13263.965,1295.726,0.923,2.119,9.243,-33.623,9.243,-33.623,17.340,0.457
23182,20.911,7518.315,1306.409,0.912,2.250,9.626,-33.622,9.626,-33.622,19.623,0.215
23189,20.679,2818.780,1317.925,0.982,2.015,9.940,-33.621,9.940,-33.621,18.456,0.498
23238,19.864,16786.607,1308.805,0.926,2.235,9.008,-33.621,9.008,-33.621,18.939,0.385
23268,19.641,2162.455,1317.498,0.987,2.107,9.983,-33.621,9.983,-33.621,19.162,0.524
23293,18.034,8282.536,1262.670,0.934,2.102,9.575,-33.625,9.575,-33.625,17.158,0.224
23312,16.912,6250.140,1200.537,0.996,2.167,9.711,-33.628,9.711,-33.628,16.476,0.185
23401,19.911,7158.748,1331.140,0.951,2.079,9.650,-33.621,9.650,-33.621,18.741,0.277
23415,20.859,1982.235,1350.691,0.974,2.034,9.995,-33.619,9.995,-33.619,18.594,0.568
23420,15.020,2013.001,1085.157,0.998,2.779,9.993,-33.634,9.993,-33.634,14.454,0.474
23463,19.099,11774.819,1326.940,0.954,2.075,9.342,-33.621,9.342,-33.621,18.234,0.401
23483,17.657,5018.579,1262.557,0.965,2.147,9.793,-33.624,9.793,-33.625,16.371,0.293
23612,17.848,8252.522,1290.445,0.978,2.094,9.577,-33.623,9.577,-33.623,16.702,0.247
23644,21.235,9978.415,1380.843,0.980,1.952,9.462,-33.618,9.462,-33.618,19.961,0.075
23695,20.878,2504.679,1374.168,0.958,2.134,9.960,-33.618,9.961,-33.618,19.759,0.557
23736,16.302,5644.809,1217.280,0.929,2.054,9.751,-33.627,9.751,-33.627,15.889,0.183
23737,21.462,14910.693,1387.705,0.903,2.639,9.133,-33.617,9.133,-33.617,20.069,0.313
23809,15.321,1808.026,1146.177,0.999,2.439,10.007,-33.630,10.007,-33.630,14.568,0.518
23848,19.032,11520.349,1324.965,0.881,2.075,9.359,-33.621,9.359,-33.621,17.230,0.426
23865,16.501,10699.925,1231.540,0.981,2.140,9.414,-33.627,9.414,-33.627,15.986,0.265
23872,17.284,1903.712,1283.531,0.979,2.179,10.001,-33.623,10.001,-33.623,16.258,0.522
23901,20.981,8708.537,1414.279,0.979,2.002,9.547,-33.616,9.547,-33.616,19.232,0.161
23948,21.378,2099.620,1417.139,0.980,2.006,9.987,-33.615,9.988,-33.615,19.875,0.534
23949,21.004,7101.511,1407.303,0.963,2.090,9.654,-33.617,9.654,-33.617,19.034,0.225
24095,20.199,15477.947,1384.920,0.913,5.538,9.095,-33.617,9.095,-33.617,19.228,0.454
24228,19.273,6151.439,1427.824,0.930,2.084,9.717,-33.615,9.717,-33.615,17.686,0.223
24284,19.872,8324.783,1438.194,0.914,2.098,9.572,-33.615,9.572,-33.615,18.836,0.250
24311,21.640,7445.262,1471.712,0.980,1.971,9.631,-33.613,9.631,-33.613,20.025,0.322
24316,19.136,1901.425,1418.591,0.995,2.182,10.001,-33.615,10.001,-33.615,18.669,0.528
24320,20.459,5241.213,1448.899,0.963,2.099,9.778,-33.614,9.778,-33.614,19.411,0.198
24447,15.419,15154.493,1266.340,0.998,2.293,9.117,-33.624,9.117,-33.624,14.888,0.434
24536,21.003,11583.493,1496.958,0.980,2.013,9.355,-33.612,9.355,-33.612,19.885,0.444
24550,18.297,1879.905,1414.168,0.881,2.184,10.002,-33.615,10.002,-33.616,17.072,0.537
24597,20.106,10399.231,1494.929,0.968,2.032,9.434,-33.612,9.434,-33.612,18.403,0.168
24614,18.427,16872.732,1448.350,0.925,2.275,9.002,-33.613,9.002,-33.614,17.352,0.417
24698,17.414,2332.264,1407.922,0.896,2.177,9.972,-33.616,9.972,-33.616,16.734,0.547
24767,20.217,16858.051,1510.947,0.900,2.297,9.003,-33.610,9.003,-33.610,19.700,0.429
24776,20.890,3757.304,1529.983,0.981,2.033,9.877,-33.609,9.877,-33.610,19.112,0.444
24958,18.755,10822.145,1518.145,0.893,2.090,9.406,-33.611,9.406,-33.611,18.230,0.286
25010,15.221,15499.086,1349.410,0.999,2.450,9.094,-33.619,9.094,-33.619,14.624,0.441
25039,18.565,5810.628,1527.248,0.912,2.114,9.740,-33.610,9.740,-33.610,18.036,0.186
25377,14.715,5567.895,1327.046,0.980,3.404,9.756,-33.621,9.756,-33.621,14.112,0.188
25560,18.038,2126.013,1533.497,0.898,2.195,9.986,-33.609,9.986,-33.609,17.604,0.542
25636,16.089,3697.436,1459.850,0.996,2.054,9.881,-33.613,9.881,-33.613,15.116,0.470
25695,15.803,12253.155,1451.870,0.989,2.169,9.310,-33.614,9.310,-33.614,15.268,0.490
25879,19.302,6932.907,1649.893,0.963,2.052,9.665,-33.603,9.665,-33.603,18.329,0.239
25902,16.305,15740.949,1503.784,0.996,2.305,9.078,-33.611,9.078,-33.611,15.757,0.449
26066,19.176,7928.891,1680.485,0.919,2.089,9.599,-33.602,9.599,-33.602,18.495,0.274
26375,17.958,7657.473,1637.278,0.947,2.493,9.617,-33.604,9.617,-33.604,16.462,0.142
26428,20.934,3289.510,1746.568,0.954,2.108,9.908,-33.597,9.908,-33.597,20.257,0.555
26498,19.925,6655.886,1743.770,0.917,2.133,9.684,-33.598,9.684,-33.598,19.475,0.244
26537,14.926,10119.335,1513.146,0.992,2.866,9.452,-33.611,9.453,-33.611,13.994,0.085
26672,17.912,3605.223,1698.753,0.966,2.151,9.887,-33.600,9.887,-33.600,17.296,0.508
26673,20.952,8811.632,1762.474,0.974,2.000,9.540,-33.597,9.540,-33.597,20.308,0.188
26726,15.178,12547.906,1559.481,0.998,2.576,9.291,-33.608,9.291,-33.608,14.623,0.449
26781,19.968,10305.636,1793.881,0.972,2.021,9.440,-33.595,9.440,-33.595,18.125,0.132
26821,17.883,7153.955,1730.490,0.914,2.176,9.650,-33.599,9.650,-33.599,17.358,0.270
26838,11.755,3117.461,1169.207,0.845,19.379,9.920,-33.629,9.920,-33.629,10.997,0.939
26862,16.508,2260.733,1623.612,0.991,2.236,9.977,-33.604,9.977,-33.604,15.558,0.499
26927,20.041,15689.690,1819.025,0.946,2.193,9.081,-33.593,9.081,-33.593,17.966,0.482
26982,15.815,1903.098,1637.869,0.998,2.165,10.001,-33.603,10.001,-33.603,15.224,0.528
26983,18.773,13643.950,1786.198,0.921,2.136,9.217,-33.595,9.217,-33.595,17.431,0.330
27015,14.405,11916.786,1470.877,0.978,3.642,9.333,-33.613,9.333,-33.613,13.631,0.431
27029,20.820,5880.179,1842.807,0.975,2.073,9.735,-33.592,9.735,-33.592,19.114,0.234
27087,15.746,2593.094,1623.847,0.998,2.173,9.955,-33.604,9.955,-33.604,14.508,0.543
27116,20.316,14640.696,1844.625,0.912,2.335,9.151,-33.592,9.151,-33.592,19.017,0.418
27166,22.288,4610.096,1873.197,0.981,1.970,9.820,-33.590,9.820,-33.591,19.859,0.322
27221,20.870,9215.154,1868.754,0.973,2.070,9.513,-33.591,9.513,-33.591,17.854,0.172
27251,14.259,6290.039,1549.035,0.981,4.430,9.708,-33.609,9.708,-33.609,13.642,0.242
27386,18.643,2690.392,1844.132,0.880,2.153,9.948,-33.592,9.948,-33.592,17.322,0.578
27546,19.631,13633.049,1895.442,0.923,2.118,9.218,-33.589,9.218,-33.589,18.902,0.416
27597,19.976,13256.766,1908.741,0.954,2.114,9.243,-33.589,9.243,-33.589,18.600,0.415
27651,14.618,10393.547,1637.041,0.982,3.347,9.434,-33.604,9.434,-33.604,13.869,0.149
27702,16.426,13883.561,1822.977,0.951,2.297,9.201,-33.593,9.202,-33.593,16.014,0.421
27724,21.285,13744.127,1948.985,0.986,2.119,9.211,-33.586,9.211,-33.586,20.150,0.420
27743,19.856,5920.496,1917.776,0.932,2.145,9.733,-33.588,9.733,-33.588,18.841,0.228
27747,15.152,2214.885,1704.650,0.998,2.657,9.980,-33.599,9.980,-33.599,14.486,0.564
27760,20.482,12460.688,1941.872,0.981,2.055,9.296,-33.587,9.296,-33.587,19.908,0.458
27791,19.788,16537.967,1906.769,0.886,2.268,9.024,-33.588,9.025,-33.588,18.099,0.418
27812,17.071,12317.226,1840.314,0.966,2.202,9.306,-33.593,9.306,-33.593,16.576,0.443
27817,20.338,17071.969,1947.236,0.913,2.446,8.989,-33.586,8.989,-33.586,19.001,0.447
27929,18.849,13687.947,1927.387,0.900,2.133,9.215,-33.588,9.215,-33.588,17.501,0.401
27951,19.719,15328.643,1951.771,0.898,2.217,9.105,-33.586,9.105,-33.586,18.882,0.465
27986,18.714,3610.524,1942.183,0.908,2.132,9.887,-33.586,9.887,-33.587,18.091,0.482
28013,20.978,1967.620,1943.321,0.981,2.022,9.996,-33.586,9.996,-33.586,19.092,0.608
28104,20.045,3644.253,1987.295,0.965,2.097,9.884,-33.584,9.884,-33.584,19.497,0.515
28203,18.067,16421.994,1947.993,0.883,2.299,9.032,-33.586,9.032,-33.586,17.396,0.431
28303,15.212,5495.179,1801.718,0.998,2.722,9.761,-33.595,9.761,-33.595,14.417,0.246
28304,19.861,2949.327,2000.809,0.905,2.118,9.931,-33.583,9.931,-33.583,19.171,0.596
28315,21.093,11600.020,2024.512,0.942,2.202,9.354,-33.582,9.354,-33.583,19.324,0.501
28470,19.886,14094.789,2032.326,0.912,2.128,9.187,-33.582,9.188,-33.582,18.122,0.405
28711,20.903,8363.215,2081.169,0.967,2.103,9.570,-33.579,9.570,-33.579,19.871,0.294
28863,16.071,10452.247,1906.515,0.998,1.994,9.430,-33.589,9.430,-33.589,15.616,0.170
28916,13.335,11802.517,1584.083,0.880,6.561,9.340,-33.607,9.340,-33.607,12.378,0.500
28977,20.816,8807.292,2117.569,0.976,1.989,9.540,-33.577,9.540,-33.577,19.405,0.247
29003,20.429,6734.421,2111.079,0.953,2.084,9.678,-33.578,9.678,-33.578,19.101,0.282
29008,21.789,8697.728,2131.610,0.979,1.991,9.547,-33.577,9.547,-33.577,19.814,0.197
29192,19.595,8607.271,2119.897,0.903,2.056,9.553,-33.577,9.553,-33.577,18.038,0.282
29244,22.035,2985.509,2167.052,0.978,1.961,9.928,-33.574,9.928,-33.574,19.337,0.647
29285,17.878,10103.647,2016.851,0.850,2.226,9.454,-33.583,9.454,-33.583,17.336,0.113
29286,18.574,3122.320,2118.823,0.931,2.158,9.919,-33.577,9.919,-33.577,18.177,0.581
29369,17.379,5779.637,2054.064,0.898,2.184,9.742,-33.581,9.742,-33.581,16.684,0.258
29380,19.660,5996.310,2145.532,0.913,2.122,9.727,-33.576,9.728,-33.576,19.026,0.264
29518,18.117,2166.678,2142.785,0.953,2.213,9.983,-33.575,9.983,-33.575,17.576,0.624
29558,20.564,4682.198,2185.017,0.953,2.083,9.815,-33.573,9.815,-33.573,19.602,0.340
29668,18.604,10868.238,2080.723,0.919,2.072,9.403,-33.579,9.403,-33.579,17.550,0.265
29752,20.232,15715.156,2212.387,0.973,2.183,9.079,-33.571,9.080,-33.571,19.203,0.495
29800,20.015,8576.565,2215.648,0.972,2.021,9.555,-33.572,9.555,-33.572,18.351,0.252
29911,19.654,2578.367,2213.166,0.882,2.144,9.955,-33.571,9.955,-33.571,18.308,0.665
29946,19.174,7193.620,2204.242,0.895,2.131,9.648,-33.572,9.648,-33.572,18.042,0.270
29965,20.202,1548.811,2230.710,0.965,2.150,10.024,-33.570,10.024,-33.570,18.837,0.601
29983,19.442,11456.945,2199.809,0.940,2.113,9.363,-33.573,9.363,-33.573,18.994,0.409
30008,21.448,2827.592,2258.722,0.981,1.996,9.939,-33.569,9.939,-33.569,19.813,0.631
30027,19.162,11442.838,2196.912,0.937,2.134,9.364,-33.573,9.364,-33.573,18.746,0.414
30130,20.886,6489.056,2267.363,0.978,2.054,9.695,-33.569,9.695,-33.569,19.847,0.274
30248,21.089,3278.602,2286.175,0.981,2.034,9.909,-33.567,9.909,-33.567,20.262,0.580
30266,15.745,11039.622,2071.825,0.998,2.122,9.391,-33.580,9.391,-33.580,15.242,0.317
30275,19.234,5293.353,2262.501,0.999,2.106,9.774,-33.569,9.774,-33.569,18.160,0.287
30666,20.094,14733.190,2331.552,0.936,2.144,9.145,-33.565,9.145,-33.565,18.705,0.457
30675,16.264,5768.858,2232.931,0.934,2.080,9.743,-33.571,9.743,-33.571,15.847,0.289
30723,21.122,4844.595,2347.702,0.981,1.978,9.804,-33.564,9.804,-33.564,19.210,0.310
30750,19.292,3724.434,2310.373,0.912,2.098,9.879,-33.566,9.879,-33.566,17.968,0.533
30860,21.080,8274.958,2365.730,0.959,2.147,9.575,-33.564,9.576,-33.564,19.995,0.259
30965,16.742,7112.684,2217.575,0.989,2.259,9.653,-33.572,9.653,-33.572,16.173,0.311
31141,20.212,7230.645,2385.104,0.902,2.128,9.645,-33.562,9.645,-33.562,18.629,0.303
31154,16.758,5450.174,2251.618,0.994,2.210,9.764,-33.570,9.764,-33.570,16.218,0.295
31228,21.910,2580.997,2425.905,0.981,1.998,9.955,-33.559,9.955,-33.559,20.571,0.594
31441,20.845,16850.941,2441.089,0.968,2.242,9.004,-33.558,9.004,-33.558,19.432,0.479
31466,19.203,5601.621,2409.591,0.999,2.115,9.754,-33.561,9.754,-33.561,18.610,0.323
31578,17.974,12991.190,2421.670,0.999,2.128,9.261,-33.560,9.261,-33.560,16.244,0.455
31614,19.146,4266.242,2432.414,0.998,2.159,9.843,-33.559,9.843,-33.559,18.331,0.374
31646,16.402,16785.545,2293.051,0.972,2.399,9.008,-33.567,9.008,-33.567,15.951,0.452
31713,21.130,2372.756,2488.199,0.979,2.065,9.969,-33.556,9.969,-33.556,19.311,0.646
31745,17.023,5496.572,2371.129,0.987,2.205,9.761,-33.563,9.761,-33.563,16.510,0.282
31769,20.065,12415.970,2481.442,0.973,2.039,9.299,-33.557,9.300,-33.557,18.316,0.454
31822,21.309,2354.684,2501.677,0.981,2.056,9.970,-33.555,9.970,-33.555,19.378,0.625
31912,16.926,9622.919,2357.846,0.851,2.191,9.486,-33.564,9.486,-33.564,16.458,0.155
31920,19.241,14468.438,2478.577,0.964,2.133,9.163,-33.557,9.163,-33.557,17.633,0.442
31989,16.468,15392.941,2330.621,0.990,2.312,9.101,-33.565,9.101,-33.565,16.032,0.489
31999,21.393,6100.579,2530.015,0.986,2.016,9.720,-33.554,9.721,-33.554,19.812,0.289
32046,17.200,12583.540,2358.595,0.845,2.169,9.288,-33.564,9.288,-33.564,16.504,0.405
32119,17.449,2483.798,2428.458,0.959,2.283,9.962,-33.559,9.962,-33.559,17.043,0.678
32207,21.758,6025.732,2565.229,0.979,2.000,9.725,-33.552,9.725,-33.552,19.639,0.276
32221,21.262,6109.514,2560.106,0.978,2.075,9.720,-33.553,9.720,-33.553,19.537,0.300
32271,20.359,10778.278,2525.404,0.897,2.247,9.409,-33.555,9.409,-33.555,18.859,0.238
32326,19.601,14274.727,2554.273,0.911,2.176,9.176,-33.553,9.176,-33.553,18.617,0.424
32426,18.417,7165.884,2561.908,0.983,2.082,9.649,-33.553,9.650,-33.553,17.685,0.326
32427,19.726,12839.641,2569.588,0.958,2.059,9.271,-33.552,9.271,-33.552,19.280,0.426
32490,19.659,6330.177,2572.166,0.959,2.096,9.705,-33.552,9.705,-33.552,17.842,0.215
32491,19.969,13384.043,2579.436,0.922,2.107,9.235,-33.551,9.235,-33.551,19.547,0.405
32586,17.454,9773.746,2539.124,0.943,2.091,9.476,-33.554,9.476,-33.554,16.743,0.124
32744,18.679,1933.277,2581.099,0.881,2.209,9.998,-33.551,9.998,-33.551,18.295,0.624
32805,20.781,13024.863,2634.971,0.992,2.025,9.259,-33.548,9.259,-33.548,18.998,0.433
32824,21.029,14208.540,2636.654,0.981,2.045,9.180,-33.548,9.180,-33.548,20.148,0.431
32999,18.479,15130.561,2622.603,0.907,2.195,9.118,-33.549,9.119,-33.549,18.020,0.482
33056,19.984,5603.131,2654.644,0.944,2.095,9.754,-33.547,9.754,-33.547,18.536,0.337
33210,17.179,13834.009,2551.641,0.993,2.174,9.205,-33.553,9.205,-33.553,16.557,0.422
33218,19.424,10840.172,2656.927,0.867,2.102,9.404,-33.547,9.405,-33.547,18.964,0.299
33226,19.515,6862.378,2652.541,0.879,2.151,9.670,-33.547,9.670,-33.548,18.822,0.251
33296,14.891,7089.107,2387.233,0.990,2.873,9.655,-33.562,9.655,-33.562,14.173,0.283
33313,16.869,5751.488,2550.403,0.923,2.185,9.744,-33.553,9.744,-33.553,16.340,0.283
33359,17.696,15406.941,2620.564,0.986,2.249,9.100,-33.549,9.100,-33.549,17.147,0.509
33668,20.356,6246.406,2739.186,0.948,2.050,9.711,-33.543,9.711,-33.543,19.924,0.297
33681,19.178,6792.659,2707.504,0.904,2.101,9.674,-33.544,9.674,-33.544,18.212,0.304
33713,19.167,9030.826,2444.247,0.926,9.371,9.525,-33.559,9.525,-33.559,19.131,0.250
33747,18.138,12676.115,2711.634,0.898,2.124,9.282,-33.544,9.282,-33.544,17.394,0.375
33821,17.308,14533.641,2631.405,0.958,2.296,9.158,-33.548,9.158,-33.548,16.521,0.435
33923,14.322,9055.065,2483.230,0.974,3.856,9.523,-33.557,9.524,-33.557,13.373,0.270
34002,18.318,4293.154,2751.633,0.916,2.119,9.841,-33.542,9.841,-33.542,17.545,0.401
34038,18.983,1907.184,2760.622,0.874,2.184,10.000,-33.541,10.000,-33.541,18.437,0.625
34044,20.916,10765.335,2773.902,0.897,2.459,9.409,-33.541,9.410,-33.541,20.110,0.404
34123,19.585,15561.695,2784.389,0.894,2.187,9.090,-33.540,9.090,-33.540,17.355,0.457
34151,16.421,13874.198,2499.018,0.869,2.287,9.202,-33.556,9.202,-33.556,15.900,0.439
34168,16.144,14551.289,2620.339,0.989,2.321,9.157,-33.549,9.157,-33.549,15.559,0.428
34213,18.756,14198.794,2781.609,0.900,2.158,9.181,-33.540,9.181,-33.540,16.307,0.438
34279,20.594,9619.905,2800.795,0.922,2.093,9.486,-33.539,9.486,-33.539,20.043,0.157
34343,19.596,12834.859,2774.888,0.974,2.053,9.272,-33.541,9.272,-33.541,18.421,0.468
34415,20.930,1562.415,2844.189,0.952,2.112,10.023,-33.536,10.023,-33.536,19.849,0.576
34478,17.638,10918.896,2785.627,0.965,2.030,9.399,-33.540,9.399,-33.540,16.948,0.359
34704,21.740,7018.246,2887.947,0.978,2.074,9.659,-33.534,9.659,-33.534,19.795,0.315
34722,17.566,6771.926,2817.251,0.881,2.142,9.676,-33.538,9.676,-33.538,16.067,0.300
34957,19.137,13904.497,2885.306,0.957,2.145,9.200,-33.534,9.200,-33.534,17.618,0.402
35141,20.375,11475.959,2925.204,0.985,1.953,9.362,-33.532,9.362,-33.532,18.002,0.518
35211,19.326,5849.666,2902.791,0.994,2.190,9.737,-33.533,9.737,-33.534,18.810,0.376
35238,14.490,13230.557,2637.318,0.980,3.504,9.245,-33.548,9.245,-33.548,13.698,0.435
35371,20.538,1828.183,2955.838,0.968,2.136,10.005,-33.530,10.005,-33.530,19.787,0.627
35448,20.737,8414.307,2969.862,0.980,2.045,9.566,-33.530,9.566,-33.530,19.965,0.371
35652,18.616,3024.623,2955.849,0.910,2.134,9.925,-33.530,9.926,-33.530,17.913,0.630
35827,15.846,4497.675,2805.060,0.998,2.128,9.827,-33.539,9.827,-33.539,15.345,0.375
36016,18.004,15610.812,2980.438,0.946,2.237,9.087,-33.529,9.087,-33.529,17.348,0.475
36106,21.002,4264.186,3057.937,0.985,2.012,9.843,-33.525,9.843,-33.525,20.557,0.432
36178,19.134,2885.985,3040.229,0.958,2.100,9.935,-33.525,9.935,-33.525,17.717,0.629
36227,18.302,1551.331,3016.557,0.981,2.187,10.024,-33.526,10.024,-33.526,17.905,0.608
36243,20.742,2469.567,3063.151,0.921,2.175,9.962,-33.524,9.963,-33.524,19.230,0.689
36469,19.284,7762.205,3048.078,0.863,2.260,9.610,-33.526,9.610,-33.526,17.165,0.309
36526,21.451,3605.421,3108.957,0.980,1.993,9.887,-33.522,9.887,-33.522,19.581,0.553
36527,11.954,7325.514,4217.821,0.845,15.550,9.639,-33.461,9.639,-33.461,11.202,0.454
36687,19.184,11790.033,3074.137,0.981,2.144,9.341,-33.524,9.341,-33.524,18.509,0.475
36842,20.382,8852.032,3126.512,0.971,1.998,9.537,-33.521,9.537,-33.521,19.849,0.324
36876,18.826,6169.684,3109.999,0.940,2.108,9.716,-33.522,9.716,-33.522,17.807,0.322
37229,18.355,6396.065,3129.502,0.910,2.133,9.701,-33.521,9.701,-33.521,17.796,0.338
37307,21.584,13061.768,3206.543,0.980,1.951,9.256,-33.517,9.257,-33.517,19.381,0.463
37379,17.429,6787.723,3114.874,0.891,2.166,9.675,-33.522,9.675,-33.522,16.828,0.330
37606,19.750,9392.530,3206.302,0.925,2.060,9.501,-33.517,9.501,-33.517,18.837,0.232
37993,18.491,1547.077,3240.225,0.920,2.185,10.024,-33.514,10.024,-33.514,17.983,0.599
38254,21.328,6409.281,3317.656,0.981,1.900,9.700,-33.511,9.700,-33.511,18.989,0.402
38294,19.840,1880.564,3283.374,0.934,2.113,10.001,-33.512,10.002,-33.512,18.464,0.649
38300,16.512,3073.361,3145.820,0.986,2.213,9.922,-33.520,9.922,-33.520,15.931,0.632
38316,18.638,8572.973,3279.584,0.919,2.061,9.556,-33.513,9.556,-33.513,17.806,0.376
38374,15.104,4488.753,3138.954,0.999,2.592,9.828,-33.520,9.828,-33.520,14.477,0.416
38375,20.749,8660.048,3318.961,0.968,2.055,9.550,-33.511,9.550,-33.511,20.189,0.368
38405,19.634,1623.469,3313.155,0.893,2.191,10.019,-33.510,10.019,-33.510,18.597,0.585
38425,18.945,7616.120,3320.283,0.984,1.976,9.619,-33.510,9.619,-33.510,17.301,0.379
38492,21.240,2663.882,3338.140,0.980,1.998,9.949,-33.509,9.949,-33.509,19.524,0.673
38493,20.298,12126.356,3337.479,0.971,1.961,9.319,-33.509,9.319,-33.510,19.504,0.446
38512,20.494,4075.765,3334.875,0.972,2.086,9.855,-33.509,9.855,-33.509,19.651,0.463
38592,18.378,7186.904,3327.938,0.984,2.087,9.648,-33.510,9.648,-33.510,17.775,0.356
