NUMBER,MAG_AUTO,X_IMAGE,Y_IMAGE,CLASS_STAR,FLUX_RADIUS,RA_deg,Dec_deg,GAIA_RA,GAIA_Dec,GAIA_Gmag,GAIA_StarProb,Separation_arcsec
22946,17.856,3733.458,12591.617,0.996,2.074,9.876,-32.995,9.876,-32.995,17.860,1.000,0.595
22956,20.352,15891.411,12593.912,0.981,2.079,9.071,-32.995,9.071,-32.995,20.117,1.000,0.485
22987,19.971,6834.218,12567.692,0.973,1.984,9.670,-32.997,9.671,-32.997,19.880,1.000,0.423
23014,20.213,3720.594,12559.226,0.960,2.302,9.877,-32.997,9.877,-32.997,19.802,1.000,0.504
23015,20.823,8798.736,12553.743,0.978,1.915,9.540,-32.998,9.540,-32.998,20.446,1.000,0.545
23025,20.145,10632.387,12491.463,0.973,1.923,9.419,-33.001,9.419,-33.001,19.888,1.000,0.277
23043,14.600,17084.725,12488.728,0.984,3.100,8.991,-33.000,8.992,-33.000,14.333,1.000,0.585
23067,18.471,3092.368,12399.711,0.933,2.042,9.918,-33.005,9.919,-33.006,18.146,1.000,0.587
23097,20.513,5932.807,12494.552,0.980,1.988,9.730,-33.001,9.730,-33.001,20.430,1.000,0.442
23110,20.887,5620.992,12495.756,0.979,1.999,9.751,-33.001,9.751,-33.001,20.202,1.000,0.488
23154,21.263,11282.288,12424.328,0.978,1.856,9.376,-33.005,9.376,-33.005,21.176,0.997,0.327
23155,20.425,4535.224,12461.503,0.978,1.997,9.823,-33.002,9.823,-33.002,19.956,1.000,0.557
23164,20.215,2665.833,12455.144,0.983,1.939,9.947,-33.002,9.947,-33.002,19.881,1.000,0.554
23179,18.567,9842.580,12442.853,0.935,2.043,9.471,-33.004,9.471,-33.004,18.481,1.000,0.296
23204,14.872,3431.336,12375.825,0.992,2.974,9.896,-33.007,9.896,-33.007,14.681,1.000,0.600
23233,18.186,1518.483,12411.031,0.914,2.104,10.023,-33.004,10.023,-33.004,18.072,1.000,0.417
23267,21.203,10098.770,12414.971,0.974,1.922,9.454,-33.005,9.454,-33.005,20.476,1.000,0.296
23272,18.862,7846.193,12372.707,0.972,2.034,9.603,-33.008,9.604,-33.008,18.384,1.000,0.560
23280,19.070,13835.179,12374.085,0.959,2.061,9.207,-33.007,9.207,-33.007,19.032,1.000,0.437
23303,20.657,14995.789,12256.612,0.981,1.976,9.130,-33.013,9.130,-33.014,20.063,1.000,0.466
23320,18.451,12297.057,12340.308,0.945,2.080,9.309,-33.009,9.309,-33.009,18.425,1.000,0.307
23325,19.113,6532.277,12351.487,0.939,2.049,9.690,-33.009,9.691,-33.009,18.580,1.000,0.377
23341,20.067,13832.237,12314.817,0.981,1.986,9.207,-33.010,9.207,-33.011,19.751,1.000,0.419
23351,19.752,14063.247,12332.655,0.986,2.002,9.192,-33.009,9.192,-33.010,19.654,1.000,0.453
23360,20.581,12940.594,12333.616,0.983,1.951,9.266,-33.010,9.266,-33.010,20.502,1.000,0.371
23363,19.212,8019.775,12315.889,0.985,2.058,9.592,-33.011,9.592,-33.011,19.191,1.000,0.555
23372,21.005,6543.957,12282.312,0.979,1.966,9.690,-33.012,9.690,-33.013,20.926,0.999,0.429
23382,21.267,4625.687,12322.386,0.977,1.891,9.817,-33.010,9.817,-33.010,21.050,0.999,0.554
23391,16.222,10522.440,12299.642,0.986,2.147,9.426,-33.012,9.426,-33.012,16.250,1.000,0.268
23400,17.503,15244.036,12296.548,0.862,2.264,9.113,-33.011,9.113,-33.011,17.280,0.999,0.389
23435,20.648,11014.680,12269.221,0.981,1.876,9.394,-33.013,9.394,-33.013,20.356,1.000,0.301
23474,19.182,11944.779,12236.972,0.986,2.041,9.332,-33.015,9.332,-33.015,19.047,1.000,0.192
23481,20.351,2610.712,12225.589,0.981,1.947,9.950,-33.015,9.950,-33.015,20.217,1.000,0.526
23500,21.482,9543.200,19788.510,0.977,2.243,9.491,-32.596,9.491,-32.596,20.854,1.000,0.695
23515,20.240,7814.976,12230.511,0.980,1.980,9.606,-33.015,9.606,-33.016,19.687,1.000,0.503
23520,21.327,13866.928,12171.062,0.975,1.901,9.205,-33.018,9.205,-33.019,20.801,0.999,0.454
23528,19.316,7380.451,12239.001,0.974,2.050,9.634,-33.015,9.634,-33.015,19.240,1.000,0.495
23534,21.263,8567.506,12223.764,0.977,1.923,9.556,-33.016,9.556,-33.016,20.540,1.000,0.537
23535,21.258,10976.965,12220.343,0.973,1.849,9.396,-33.016,9.396,-33.016,20.313,1.000,0.300
23553,21.352,7071.939,12215.409,0.978,1.953,9.655,-33.016,9.655,-33.016,20.751,1.000,0.434
23555,20.248,5217.753,12212.938,0.983,1.952,9.778,-33.016,9.778,-33.016,19.897,1.000,0.505
23564,20.274,16928.498,12207.179,0.981,2.160,9.002,-33.016,9.002,-33.016,19.957,1.000,0.521
23567,22.044,9019.498,12205.291,0.963,1.879,9.526,-33.017,9.526,-33.017,21.127,0.999,0.463
23569,17.883,10186.593,12202.451,0.993,2.062,9.448,-33.017,9.448,-33.017,17.333,0.999,0.191
23572,19.147,5854.517,12183.135,0.970,2.025,9.735,-33.018,9.736,-33.018,18.830,1.000,0.430
23591,21.276,11667.757,12185.418,0.977,1.891,9.350,-33.018,9.350,-33.018,21.138,0.999,0.305
23620,17.235,9352.335,12170.451,0.983,2.119,9.504,-33.019,9.504,-33.019,17.215,1.000,0.379
23622,21.636,13427.170,12162.946,0.969,1.862,9.234,-33.019,9.234,-33.019,20.871,1.000,0.405
23640,22.003,6340.626,12162.674,0.967,1.838,9.703,-33.019,9.703,-33.019,21.012,1.000,0.420
23646,18.294,12039.014,12104.011,0.959,2.088,9.326,-33.022,9.326,-33.022,18.291,1.000,0.327
23672,18.016,4348.436,12133.741,0.922,2.082,9.835,-33.020,9.835,-33.021,18.027,1.000,0.587
23678,20.120,13662.903,12100.815,0.992,1.954,9.218,-33.022,9.218,-33.022,20.008,0.997,0.438
23702,18.665,8312.949,19744.801,0.924,2.323,9.572,-32.598,9.572,-32.598,17.842,0.999,0.680
23716,15.475,14364.436,19995.887,0.992,2.625,9.173,-32.584,9.173,-32.584,15.494,1.000,0.154
23731,20.914,9790.102,12103.963,0.979,1.921,9.475,-33.023,9.475,-33.023,20.705,1.000,0.312
23749,22.428,11468.526,20011.562,0.962,1.778,9.364,-32.583,9.364,-32.583,20.912,1.000,0.587
23826,19.780,3835.599,19962.656,0.918,2.260,9.867,-32.585,9.867,-32.586,19.443,1.000,0.570
23831,19.807,10098.164,19988.996,0.894,2.353,9.455,-32.584,9.455,-32.585,19.738,1.000,0.737
23838,20.051,5985.823,19984.945,0.944,2.304,9.726,-32.585,9.726,-32.585,20.013,1.000,0.476
23855,17.317,9640.705,19901.662,0.901,3.003,9.485,-32.589,9.485,-32.589,17.416,1.000,0.868
23901,20.746,11870.004,19946.502,0.924,2.428,9.338,-32.587,9.338,-32.587,20.397,1.000,0.448
23909,22.059,2836.265,19920.486,0.963,2.037,9.933,-32.588,9.933,-32.588,20.929,1.000,0.434
23912,21.974,7301.580,19911.475,0.910,2.007,9.639,-32.589,9.639,-32.589,20.958,0.999,0.529
23927,17.538,13483.787,19758.178,0.949,2.487,9.231,-32.597,9.231,-32.597,17.541,1.000,0.091
23933,18.907,5779.023,12128.657,0.915,2.079,9.740,-33.021,9.741,-33.021,18.864,1.000,0.432
23938,21.179,12592.780,12636.992,0.974,1.964,9.289,-32.993,9.289,-32.993,20.938,0.999,0.329
23965,16.230,10046.683,19876.598,0.899,2.454,9.458,-32.591,9.458,-32.591,16.282,1.000,0.713
23967,17.269,14801.613,19838.193,0.864,2.523,9.144,-32.592,9.144,-32.592,17.286,1.000,0.308
23994,18.672,8315.520,19843.984,0.884,2.304,9.572,-32.593,9.572,-32.593,18.618,1.000,0.713
24008,20.752,6376.981,19843.896,0.981,2.234,9.700,-32.592,9.700,-32.592,20.648,1.000,0.417
24011,21.068,7896.545,19734.896,0.980,2.145,9.600,-32.599,9.600,-32.599,20.610,1.000,0.641
24019,20.561,14949.515,19853.600,0.968,2.361,9.135,-32.591,9.135,-32.592,20.419,1.000,0.371
24023,20.823,12738.496,19858.516,0.921,2.346,9.280,-32.592,9.280,-32.592,20.784,1.000,0.186
24038,21.780,8999.877,19859.748,0.982,2.030,9.527,-32.592,9.527,-32.592,21.256,0.999,0.841
24059,19.370,11216.550,19823.848,0.901,2.322,9.381,-32.594,9.381,-32.594,19.296,1.000,0.735
24071,20.345,3319.455,19821.283,0.930,2.287,9.901,-32.593,9.902,-32.593,20.357,1.000,0.531
24103,21.535,3818.715,19783.666,0.977,2.235,9.869,-32.595,9.869,-32.595,20.624,1.000,0.515
24108,18.182,2074.649,19804.518,0.880,2.321,9.984,-32.594,9.984,-32.594,18.130,1.000,0.482
24112,14.845,6616.367,19765.519,0.979,2.940,9.684,-32.597,9.684,-32.597,14.698,1.000,0.408
24142,16.352,16373.568,19661.363,0.978,2.605,9.041,-32.602,9.041,-32.602,16.405,1.000,0.375
24207,19.163,2214.591,19696.496,0.977,2.300,9.974,-32.600,9.974,-32.600,18.483,1.000,0.404
24225,19.765,14491.821,19678.926,0.850,2.455,9.165,-32.601,9.165,-32.601,19.744,1.000,0.310
24234,18.705,4905.874,19565.775,0.909,2.316,9.797,-32.608,9.797,-32.608,18.677,1.000,0.566
24235,21.405,13187.113,19660.283,0.910,2.237,9.251,-32.602,9.251,-32.603,20.742,1.000,0.141
24237,20.554,9840.199,19697.135,0.959,2.242,9.472,-32.601,9.472,-32.601,20.025,1.000,0.722
24240,19.343,12355.867,19699.344,0.889,2.365,9.306,-32.600,9.306,-32.600,19.279,1.000,0.261
24241,20.491,10089.782,19699.793,0.982,2.176,9.455,-32.601,9.455,-32.601,20.396,1.000,0.734
24248,20.378,9711.375,19668.420,0.952,2.221,9.480,-32.602,9.480,-32.602,20.308,1.000,0.705
24249,19.935,12356.390,19676.150,0.915,2.368,9.306,-32.602,9.306,-32.602,19.212,1.000,0.308
24255,17.178,10317.303,19674.305,0.906,2.390,9.440,-32.602,9.440,-32.602,17.171,1.000,0.724
24257,19.804,12440.868,19076.832,0.950,2.269,9.300,-32.635,9.300,-32.635,19.642,1.000,0.420
24268,19.384,2750.959,19643.557,0.911,2.566,9.939,-32.603,9.939,-32.603,18.920,1.000,0.545
24295,16.317,6302.557,19296.141,0.990,2.365,9.705,-32.623,9.705,-32.623,16.335,1.000,0.462
24332,20.327,12513.958,19627.209,0.955,2.299,9.295,-32.604,9.295,-32.604,20.303,1.000,0.305
24336,16.766,3454.913,19585.824,0.950,2.996,9.893,-32.606,9.893,-32.606,17.530,0.999,0.400
24353,19.529,11865.895,19549.342,0.921,2.341,9.338,-32.609,9.338,-32.609,19.461,1.000,0.556
24357,19.507,9339.870,19600.287,0.904,2.286,9.504,-32.606,9.505,-32.606,19.491,1.000,0.706
24367,15.371,11261.257,19543.576,0.984,2.519,9.378,-32.609,9.378,-32.609,15.394,0.999,0.767
24370,20.341,11638.873,19560.521,0.980,2.269,9.353,-32.608,9.353,-32.608,19.896,1.000,0.651
24373,20.563,7245.473,19586.277,0.976,2.152,9.643,-32.607,9.643,-32.607,20.047,1.000,0.465
24395,21.033,6725.149,19346.346,0.959,2.296,9.677,-32.620,9.677,-32.620,20.873,0.999,0.413
24420,20.991,4424.186,19568.359,0.983,2.206,9.829,-32.607,9.829,-32.608,20.931,0.998,0.598
24452,19.941,2856.198,12691.508,0.971,2.071,9.934,-32.989,9.934,-32.989,19.937,1.000,0.581
24482,21.355,14474.970,19473.215,0.855,2.344,9.166,-32.613,9.166,-32.613,20.239,1.000,0.273
24488,20.011,10633.647,19525.721,0.933,2.268,9.419,-32.610,9.419,-32.610,19.561,1.000,0.813
24538,17.357,8902.956,19223.576,0.915,2.322,9.533,-32.627,9.534,-32.627,17.351,1.000,0.799
24556,17.664,8444.337,15669.960,0.893,2.164,9.564,-32.824,9.564,-32.825,17.424,0.999,0.639
24597,18.952,5476.405,15688.603,0.963,2.080,9.760,-32.823,9.760,-32.823,18.885,1.000,0.454
24602,21.622,2584.231,19459.810,0.983,2.029,9.950,-32.613,9.950,-32.613,21.053,1.000,0.433
24603,20.098,10692.480,19464.430,0.959,2.245,9.415,-32.614,9.416,-32.614,20.023,1.000,0.814
24607,19.957,10216.762,19447.293,0.964,2.236,9.447,-32.615,9.447,-32.615,19.345,1.000,0.762
24648,20.095,3127.256,19188.957,0.980,2.183,9.914,-32.628,9.914,-32.628,19.673,1.000,0.511
24654,20.201,17165.248,19400.740,0.856,2.424,8.988,-32.616,8.988,-32.616,19.812,1.000,0.338
24662,21.350,1567.086,19428.629,0.984,2.157,10.017,-32.615,10.017,-32.615,21.036,0.999,0.494
24669,20.191,16342.567,19370.381,0.937,2.403,9.043,-32.618,9.043,-32.618,19.812,1.000,0.428
24705,20.272,3422.570,18375.039,0.927,2.358,9.895,-32.674,9.895,-32.674,20.182,1.000,0.518
24722,16.938,10132.705,19373.361,0.943,2.350,9.452,-32.619,9.452,-32.619,16.841,1.000,0.741
24739,17.664,4805.578,19342.461,0.912,2.303,9.804,-32.620,9.804,-32.620,17.076,0.999,0.575
24741,20.842,14456.906,19021.244,0.981,2.280,9.167,-32.638,9.167,-32.638,20.756,1.000,0.413
24747,20.581,13128.776,19332.623,0.977,2.272,9.255,-32.621,9.255,-32.621,19.884,1.000,0.206
24752,17.163,3096.599,19369.826,0.929,2.380,9.916,-32.618,9.916,-32.618,17.180,1.000,0.464
24769,19.629,9640.730,17935.106,0.903,2.752,9.485,-32.699,9.485,-32.699,19.356,1.000,0.544
24771,21.068,5652.454,19299.148,0.985,2.092,9.748,-32.623,9.748,-32.623,20.505,1.000,0.529
24795,17.172,2508.096,19308.137,0.871,2.348,9.955,-32.622,9.955,-32.622,17.165,1.000,0.387
24834,14.796,6602.044,19287.051,0.959,2.985,9.685,-32.623,9.685,-32.623,14.634,1.000,0.451
24843,20.140,11666.970,19300.150,0.960,2.308,9.351,-32.623,9.351,-32.623,19.947,1.000,0.680
24858,19.645,4918.952,19305.154,0.952,2.251,9.796,-32.622,9.796,-32.622,18.853,1.000,0.541
24880,16.162,11750.649,19258.893,0.981,2.429,9.345,-32.625,9.346,-32.625,16.221,1.000,0.632
24902,21.200,13809.769,19291.016,0.956,2.399,9.210,-32.623,9.210,-32.623,20.978,0.999,0.214
24906,20.410,8564.852,19269.287,0.963,2.373,9.556,-32.624,9.556,-32.625,20.380,0.999,0.784
24907,20.062,15089.726,19292.850,0.844,2.425,9.125,-32.623,9.125,-32.623,20.006,1.000,0.464
24915,20.430,5747.545,19280.102,0.963,2.213,9.741,-32.624,9.742,-32.624,19.941,1.000,0.541
24953,17.912,8222.796,19221.356,0.878,2.455,9.578,-32.627,9.578,-32.627,17.942,1.000,0.703
24962,20.973,5447.059,19250.244,0.981,2.200,9.761,-32.625,9.761,-32.625,20.900,1.000,0.500
24982,20.723,9016.514,19034.379,0.983,2.064,9.526,-32.638,9.526,-32.638,20.602,1.000,0.781
24988,20.546,7358.214,19172.572,0.983,2.054,9.635,-32.630,9.635,-32.630,20.342,0.994,0.488
24994,18.280,16110.435,19115.688,0.928,2.360,9.058,-32.632,9.058,-32.632,18.264,1.000,0.463
24997,19.064,7834.919,19143.609,0.963,2.187,9.604,-32.631,9.604,-32.631,18.212,1.000,0.502
25011,13.341,10497.700,19127.148,0.844,6.384,9.428,-32.632,9.428,-32.632,12.948,1.000,0.846
25014,20.833,16838.455,19176.281,0.943,2.404,9.010,-32.629,9.010,-32.629,20.789,1.000,0.371
25053,21.160,3739.389,19135.135,0.984,2.071,9.874,-32.631,9.874,-32.631,20.336,1.000,0.521
25073,17.024,5839.050,19143.106,0.922,2.286,9.735,-32.631,9.736,-32.631,17.052,1.000,0.512
25078,22.479,6221.995,19114.602,0.974,1.929,9.710,-32.633,9.710,-32.633,21.051,1.000,0.466
25128,17.407,14806.410,19134.172,0.900,2.433,9.144,-32.631,9.144,-32.632,17.400,1.000,0.440
25134,20.891,12097.621,19096.025,0.982,2.159,9.323,-32.634,9.323,-32.634,20.698,1.000,0.553
25140,19.630,15581.719,19056.838,0.926,2.351,9.093,-32.636,9.093,-32.636,19.546,1.000,0.524
25160,20.485,15265.857,19130.166,0.973,2.308,9.114,-32.632,9.114,-32.632,19.587,1.000,0.521
25171,19.198,3228.090,19192.414,0.891,2.317,9.908,-32.628,9.908,-32.628,18.744,1.000,0.503
25187,21.524,10226.203,18894.537,0.982,2.088,9.446,-32.645,9.446,-32.645,20.632,1.000,0.760
25195,20.101,10606.989,19071.100,0.972,2.213,9.421,-32.635,9.421,-32.636,20.056,1.000,0.826
25197,21.037,10336.903,19062.736,0.962,2.332,9.439,-32.636,9.439,-32.636,21.056,0.994,0.760
25206,17.473,13991.892,19079.031,0.984,2.441,9.198,-32.635,9.198,-32.635,17.418,1.000,0.295
25226,18.668,14821.942,19076.664,0.864,2.372,9.143,-32.635,9.143,-32.635,18.220,1.000,0.462
25230,16.393,7592.597,19021.861,0.935,2.409,9.620,-32.638,9.620,-32.638,16.512,1.000,0.519
25248,17.737,2702.097,18995.184,0.845,14.498,9.942,-32.639,9.943,-32.639,18.584,1.000,1.161
25257,13.851,7565.215,18970.440,0.859,4.941,9.622,-32.641,9.622,-32.641,13.552,1.000,0.534
25280,19.028,1582.163,19022.104,0.931,2.171,10.016,-32.637,10.016,-32.637,18.362,1.000,0.433
25287,20.572,9330.065,15705.168,0.981,2.036,9.505,-32.822,9.505,-32.823,19.919,1.000,0.519
25316,21.262,8992.592,18941.463,0.980,1.984,9.527,-32.643,9.528,-32.643,21.088,0.999,0.773
25331,19.954,13914.064,19016.188,0.955,2.329,9.203,-32.638,9.203,-32.638,19.603,1.000,0.290
25345,20.323,4610.655,18974.519,0.981,2.060,9.816,-32.640,9.817,-32.641,19.711,1.000,0.531
25346,20.602,11453.523,18965.400,0.983,2.088,9.365,-32.641,9.365,-32.641,19.758,1.000,0.741
25372,16.439,13147.412,12632.703,0.948,2.145,9.252,-32.993,9.252,-32.993,16.460,1.000,0.349
25376,14.437,8584.827,18739.965,0.982,3.648,9.554,-32.654,9.555,-32.654,14.164,1.000,0.789
25394,18.606,6399.596,18935.693,0.916,2.165,9.698,-32.643,9.699,-32.643,18.177,1.000,0.430
25398,19.532,3972.061,19049.703,0.912,2.564,9.859,-32.636,9.859,-32.636,19.633,1.000,0.461
25403,21.397,16912.629,18860.158,0.940,2.289,9.005,-32.646,9.005,-32.646,20.996,1.000,0.406
25430,15.505,6503.013,18877.180,0.999,2.339,9.692,-32.646,9.692,-32.646,15.533,1.000,0.444
25436,16.081,15673.193,18922.900,0.958,2.474,9.087,-32.643,9.087,-32.643,16.112,1.000,0.507
25456,15.559,8317.087,18882.182,0.997,2.354,9.572,-32.646,9.572,-32.646,15.584,1.000,0.721
25459,18.443,13619.342,18890.852,0.938,2.366,9.222,-32.645,9.222,-32.645,18.246,1.000,0.297
25476,18.754,8353.559,18883.707,0.926,2.882,9.570,-32.646,9.570,-32.646,18.947,1.000,0.660
25481,20.459,14420.549,18924.461,0.974,2.332,9.169,-32.643,9.169,-32.643,19.700,1.000,0.405
25493,13.810,13784.129,18849.012,0.932,4.695,9.211,-32.647,9.211,-32.648,13.467,0.999,0.374
25518,20.674,14277.338,18872.201,0.982,2.269,9.179,-32.646,9.179,-32.646,19.703,1.000,0.393
25523,17.594,14849.283,18861.367,0.918,2.400,9.141,-32.647,9.141,-32.647,17.593,1.000,0.489
25524,21.156,10575.599,18883.619,0.983,2.089,9.423,-32.646,9.423,-32.646,20.491,1.000,0.841
25525,17.281,8438.265,18862.762,0.868,2.520,9.564,-32.647,9.564,-32.647,17.333,1.000,0.632
25538,21.081,9019.729,18879.930,0.980,2.147,9.526,-32.646,9.526,-32.646,20.451,1.000,0.740
25539,20.992,13791.007,18464.088,0.947,2.374,9.211,-32.669,9.211,-32.669,20.908,0.989,0.351
25553,20.089,13933.209,18846.512,0.940,2.343,9.201,-32.648,9.201,-32.648,20.075,1.000,0.325
25555,21.095,11919.493,18856.670,0.984,2.105,9.334,-32.647,9.334,-32.647,20.453,1.000,0.624
25570,19.508,11216.526,18515.682,0.946,2.242,9.381,-32.666,9.381,-32.666,19.234,1.000,0.782
25572,21.026,10075.453,18805.176,0.983,2.057,9.456,-32.650,9.456,-32.650,20.591,1.000,0.760
25575,20.475,4193.685,18455.221,0.981,2.171,9.844,-32.669,9.844,-32.669,19.604,1.000,0.507
25583,18.937,15733.571,19690.078,0.899,2.476,9.083,-32.600,9.083,-32.600,18.391,1.000,0.462
25584,16.291,7164.199,18815.852,0.917,2.466,9.648,-32.650,9.648,-32.650,16.307,1.000,0.513
25596,18.994,6557.321,18843.619,0.930,2.182,9.688,-32.648,9.688,-32.648,18.991,1.000,0.383
25597,18.854,12338.314,18443.779,0.909,2.343,9.307,-32.670,9.307,-32.670,18.839,1.000,0.496
25615,18.736,6725.132,18825.568,0.977,2.128,9.677,-32.649,9.677,-32.649,18.644,1.000,0.428
25623,20.157,6283.474,18487.697,0.977,2.092,9.706,-32.668,9.706,-32.668,19.363,1.000,0.461
25638,20.506,11034.792,18791.211,0.982,2.157,9.393,-32.651,9.393,-32.651,19.942,1.000,0.816
25677,21.434,10398.167,18767.590,0.975,2.035,9.435,-32.652,9.435,-32.652,20.909,0.999,0.785
25679,20.893,14836.321,18803.416,0.979,2.256,9.142,-32.650,9.142,-32.650,20.314,1.000,0.516
25683,14.673,16812.525,18713.113,0.975,3.140,9.011,-32.654,9.012,-32.654,14.447,1.000,0.413
25685,20.258,17131.041,18200.516,0.902,2.404,8.990,-32.683,8.990,-32.683,20.185,1.000,0.425
25699,16.591,5337.723,18775.400,0.981,2.245,9.769,-32.652,9.769,-32.652,16.240,0.996,0.522
25728,18.903,13630.949,18591.182,0.876,2.385,9.221,-32.662,9.221,-32.662,18.874,1.000,0.336
25730,20.068,4385.509,18715.742,0.916,2.256,9.831,-32.655,9.832,-32.655,19.828,1.000,0.531
25732,18.449,9721.694,18761.182,0.888,2.209,9.479,-32.653,9.479,-32.653,18.330,1.000,0.729
25751,14.928,10786.292,18669.641,0.991,2.846,9.409,-32.658,9.409,-32.658,14.779,1.000,0.848
25772,18.652,13691.553,18622.896,0.877,2.407,9.217,-32.660,9.217,-32.660,18.362,1.000,0.327
25779,19.346,12393.831,18706.883,0.935,2.306,9.303,-32.656,9.303,-32.656,19.323,1.000,0.464
25781,20.035,1847.781,18700.047,0.978,2.152,9.999,-32.655,9.999,-32.655,19.499,1.000,0.431
25789,21.247,5826.092,18615.389,0.984,2.118,9.736,-32.661,9.736,-32.661,20.672,1.000,0.500
25811,15.879,6896.953,18661.492,0.982,2.169,9.666,-32.658,9.666,-32.658,15.877,1.000,0.427
25820,21.108,6306.048,17730.266,0.982,2.055,9.705,-32.710,9.705,-32.710,20.830,1.000,0.459
25825,17.469,9086.766,18652.646,0.906,2.279,9.521,-32.659,9.521,-32.659,17.482,1.000,0.740
25838,19.347,4316.424,18689.156,0.925,2.215,9.836,-32.656,9.836,-32.656,19.110,1.000,0.509
25858,20.068,10485.929,18668.670,0.965,2.221,9.429,-32.658,9.429,-32.658,19.414,1.000,0.766
25876,20.189,4444.632,18655.459,0.972,2.164,9.828,-32.658,9.828,-32.658,19.940,1.000,0.538
25888,20.338,2215.981,18654.699,0.912,2.639,9.975,-32.658,9.975,-32.658,20.357,1.000,0.376
25894,16.271,4757.270,18605.865,0.992,2.381,9.807,-32.661,9.807,-32.661,15.585,0.996,0.505
25896,20.847,17007.799,18629.365,0.962,2.323,8.999,-32.659,8.999,-32.659,20.764,1.000,0.386
25912,14.214,7268.998,18512.396,0.961,4.043,9.641,-32.666,9.641,-32.667,13.826,1.000,0.459
25913,19.283,9170.236,18590.516,0.934,2.252,9.516,-32.662,9.516,-32.662,19.222,1.000,0.698
25928,20.740,4904.519,17923.373,0.982,2.077,9.797,-32.699,9.797,-32.699,20.064,1.000,0.506
25933,20.849,12868.523,18585.373,0.983,2.203,9.272,-32.662,9.272,-32.662,20.258,1.000,0.403
25937,20.104,6714.482,18612.896,0.957,2.190,9.678,-32.661,9.678,-32.661,19.634,1.000,0.422
25943,21.062,15186.827,18605.139,0.959,2.331,9.119,-32.661,9.119,-32.661,20.792,1.000,0.549
25947,18.150,11570.358,18604.504,0.975,2.308,9.357,-32.661,9.357,-32.661,18.161,1.000,0.696
25961,21.146,8641.059,18589.359,0.983,2.060,9.551,-32.662,9.551,-32.662,20.977,0.998,0.816
26013,20.061,15377.439,15683.883,0.965,2.257,9.105,-32.823,9.105,-32.823,20.036,1.000,0.420
26027,21.708,16439.518,15755.485,0.979,2.188,9.035,-32.819,9.035,-32.819,20.622,1.000,0.419
26028,20.323,3401.279,15721.048,0.977,2.187,9.897,-32.821,9.897,-32.821,20.314,1.000,0.541
26046,18.927,6627.469,18526.408,0.919,2.197,9.683,-32.666,9.684,-32.666,18.864,1.000,0.433
26068,19.437,8352.206,18435.354,0.947,2.241,9.570,-32.671,9.570,-32.671,18.820,1.000,0.654
26079,18.924,8099.518,18422.463,0.906,2.222,9.586,-32.671,9.587,-32.672,18.899,1.000,0.613
26094,17.178,16706.484,18097.234,0.893,2.522,9.018,-32.689,9.018,-32.689,17.172,1.000,0.448
26098,15.648,2887.288,17858.350,0.997,2.251,9.930,-32.702,9.931,-32.702,15.622,0.993,0.447
26124,19.186,2992.787,18472.873,0.894,2.322,9.923,-32.668,9.923,-32.668,19.158,1.000,0.477
26148,21.043,8258.596,18239.801,0.983,2.197,9.576,-32.682,9.576,-32.682,20.644,1.000,0.658
26153,19.569,4627.940,18187.731,0.978,2.203,9.816,-32.684,9.816,-32.684,19.371,1.000,0.526
26156,21.676,3168.632,18833.297,0.982,2.238,9.912,-32.648,9.912,-32.648,21.041,0.999,0.502
26167,18.583,10565.886,18446.016,0.888,2.275,9.424,-32.670,9.424,-32.670,18.556,1.000,0.775
26182,20.522,13324.225,18408.570,0.966,2.295,9.242,-32.672,9.242,-32.672,20.537,0.999,0.342
26189,18.129,13116.359,18247.438,0.942,2.388,9.255,-32.681,9.255,-32.681,18.173,1.000,0.367
26198,19.176,7831.736,18425.920,0.975,2.185,9.604,-32.671,9.604,-32.671,19.126,1.000,0.573
26202,21.219,5706.335,18399.736,0.982,2.170,9.744,-32.673,9.744,-32.673,20.957,1.000,0.487
26207,17.294,4169.154,18398.131,0.891,2.332,9.846,-32.672,9.846,-32.673,17.366,1.000,0.527
26218,20.337,13074.996,18213.315,0.973,2.264,9.258,-32.683,9.258,-32.683,19.626,1.000,0.345
26223,20.527,16028.105,18417.428,0.936,2.394,9.063,-32.671,9.063,-32.671,20.494,1.000,0.507
26226,20.162,12079.786,15700.580,0.981,2.059,9.323,-32.823,9.323,-32.823,19.469,1.000,0.305
26227,19.039,12535.863,18372.818,0.843,2.497,9.294,-32.674,9.294,-32.674,19.281,0.998,0.320
26248,17.952,2012.148,18288.742,0.898,2.278,9.988,-32.678,9.988,-32.678,17.936,1.000,0.382
26267,17.873,4957.837,18370.990,0.880,2.236,9.794,-32.674,9.794,-32.674,17.880,1.000,0.579
26268,21.350,4338.222,18389.588,0.983,2.097,9.835,-32.673,9.835,-32.673,20.860,1.000,0.526
26273,17.877,6862.714,18398.555,0.937,2.220,9.668,-32.673,9.668,-32.673,17.508,1.000,0.446
26284,18.829,3581.416,18161.250,0.909,2.384,9.885,-32.685,9.885,-32.686,18.471,1.000,0.477
26315,21.639,1546.861,18345.453,0.982,2.120,10.019,-32.675,10.019,-32.675,20.647,1.000,0.362
26322,14.041,12894.366,18301.656,0.981,4.148,9.270,-32.678,9.270,-32.678,13.788,1.000,0.442
26339,19.427,4023.308,15725.035,0.944,2.121,9.856,-32.821,9.856,-32.821,18.633,1.000,0.587
